연도,자치구,노후주택수,전체주택수,노후주택비율,정비공급우선지수,우선순위
2025,노원구,170024,193185,0.8801097393689986,63.199999999999996,검토
2025,도봉구,89129,110066,0.8097777697018153,83.19999999999999,우선 검토
2025,동대문구,59390,116994,0.5076328700617125,34.400000000000006,관찰
2025,동작구,71080,121447,0.5852758816603127,54.400000000000006,검토
2025,마포구,71893,130128,0.552479097503996,36.8,관찰
2025,서대문구,62144,107145,0.579999066685333,55.99999999999999,검토
2025,서초구,65871,137444,0.47925700648991587,21.599999999999998,관찰
2025,성동구,58587,93729,0.6250680152354128,70.4,우선 검토
2025,성북구,81157,147191,0.5513720268222921,28.0,관찰
2025,송파구,111848,223437,0.5005795817165465,9.6,관찰
2025,양천구,105759,147727,0.7159083986001205,64.8,검토
2025,영등포구,72234,114728,0.629610905794575,67.19999999999999,검토
2025,용산구,50685,78493,0.6457263705043762,79.2,우선 검토
2025,은평구,71516,165146,0.4330471219405859,12.799999999999997,관찰
2025,종로구,33581,47214,0.7112509001567332,89.6,우선 검토
2025,중구,25669,44722,0.5739680694065561,62.4,검토
2025,중랑구,67305,123361,0.5455938262497873,33.599999999999994,관찰
