연도,자치구,주택유형,경과연수,노후주택수
2018,송파구,단독주택,20년~30년미만,4693
2018,강동구,단독주택,20년~30년미만,5087
2018,종로구,아파트,20년~30년미만,3387
2018,중구,아파트,20년~30년미만,1047
2018,용산구,아파트,20년~30년미만,5343
2018,성동구,아파트,20년~30년미만,12667
2018,광진구,아파트,20년~30년미만,13968
2018,동대문구,아파트,20년~30년미만,7724
2018,중랑구,아파트,20년~30년미만,25925
2018,성북구,아파트,20년~30년미만,11290
2018,강북구,아파트,20년~30년미만,10654
2018,도봉구,아파트,20년~30년미만,39270
2018,노원구,아파트,20년~30년미만,73768
2018,은평구,아파트,20년~30년미만,5407
2018,서대문구,아파트,20년~30년미만,9809
2018,마포구,아파트,20년~30년미만,9677
2018,양천구,아파트,20년~30년미만,13563
2018,강서구,아파트,20년~30년미만,48589
2018,구로구,아파트,20년~30년미만,15817
2018,금천구,아파트,20년~30년미만,7401
2018,영등포구,아파트,20년~30년미만,15553
2018,동작구,아파트,20년~30년미만,19038
2018,관악구,아파트,20년~30년미만,10989
2018,서초구,아파트,20년~30년미만,11458
2018,강남구,아파트,20년~30년미만,26804
2018,송파구,아파트,20년~30년미만,25955
2018,강동구,아파트,20년~30년미만,8151
2018,종로구,연립주택,20년~30년미만,2776
2018,중구,연립주택,20년~30년미만,993
2018,용산구,연립주택,20년~30년미만,1605
2018,성동구,연립주택,20년~30년미만,494
2018,광진구,연립주택,20년~30년미만,1877
2018,동대문구,연립주택,20년~30년미만,589
2018,중랑구,연립주택,20년~30년미만,1805
2018,성북구,연립주택,20년~30년미만,3506
2018,강북구,연립주택,20년~30년미만,2063
2018,도봉구,연립주택,20년~30년미만,2238
2018,노원구,연립주택,20년~30년미만,2004
2018,은평구,연립주택,20년~30년미만,3857
2018,서대문구,연립주택,20년~30년미만,2260
2018,마포구,연립주택,20년~30년미만,1458
2018,양천구,연립주택,20년~30년미만,1606
2018,강서구,연립주택,20년~30년미만,2050
2018,구로구,연립주택,20년~30년미만,2987
2018,금천구,연립주택,20년~30년미만,1653
2018,영등포구,연립주택,20년~30년미만,294
2018,동작구,연립주택,20년~30년미만,2948
2018,관악구,연립주택,20년~30년미만,4050
2018,서초구,연립주택,20년~30년미만,3413
2018,강남구,연립주택,20년~30년미만,2627
2018,송파구,연립주택,20년~30년미만,3637
2018,강동구,연립주택,20년~30년미만,1932
2018,종로구,다세대주택,20년~30년미만,4277
2018,중구,다세대주택,20년~30년미만,1394
2018,용산구,다세대주택,20년~30년미만,3999
2018,성동구,다세대주택,20년~30년미만,3198
2018,광진구,다세대주택,20년~30년미만,4065
2018,동대문구,다세대주택,20년~30년미만,3025
2018,중랑구,다세대주택,20년~30년미만,3062
2018,성북구,다세대주택,20년~30년미만,6543
2018,강북구,다세대주택,20년~30년미만,12554
2018,도봉구,다세대주택,20년~30년미만,8807
2018,노원구,다세대주택,20년~30년미만,4756
2018,은평구,다세대주택,20년~30년미만,16455
2018,서대문구,다세대주택,20년~30년미만,6578
2018,마포구,다세대주택,20년~30년미만,8614
2018,양천구,다세대주택,20년~30년미만,9438
2018,강서구,다세대주택,20년~30년미만,9763
2018,구로구,다세대주택,20년~30년미만,6288
2018,금천구,다세대주택,20년~30년미만,2339
2018,영등포구,다세대주택,20년~30년미만,1798
2018,동작구,다세대주택,20년~30년미만,6627
2018,관악구,다세대주택,20년~30년미만,12753
2018,서초구,다세대주택,20년~30년미만,4902
2018,강남구,다세대주택,20년~30년미만,3965
2018,송파구,다세대주택,20년~30년미만,9403
2018,강동구,다세대주택,20년~30년미만,2803
2018,종로구,단독주택,30년 이상,8580
2018,중구,단독주택,30년 이상,4002
2018,용산구,단독주택,30년 이상,9235
2018,성동구,단독주택,30년 이상,5321
2018,광진구,단독주택,30년 이상,5431
2018,동대문구,단독주택,30년 이상,10744
2018,중랑구,단독주택,30년 이상,6546
2018,성북구,단독주택,30년 이상,14051
2018,강북구,단독주택,30년 이상,8919
2018,도봉구,단독주택,30년 이상,3683
2018,노원구,단독주택,30년 이상,3422
2018,은평구,단독주택,30년 이상,7482
2018,서대문구,단독주택,30년 이상,7415
2018,마포구,단독주택,30년 이상,5291
2018,양천구,단독주택,30년 이상,2796
2018,강서구,단독주택,30년 이상,3965
2018,구로구,단독주택,30년 이상,5365
2018,금천구,단독주택,30년 이상,4739
2018,영등포구,단독주택,30년 이상,6497
2018,동작구,단독주택,30년 이상,6635
2018,관악구,단독주택,30년 이상,7871
2018,서초구,단독주택,30년 이상,2862
2018,강남구,단독주택,30년 이상,1893
2018,송파구,단독주택,30년 이상,3120
2018,강동구,단독주택,30년 이상,4461
2018,종로구,아파트,30년 이상,1416
2018,중구,아파트,30년 이상,1863
2018,용산구,아파트,30년 이상,8666
2018,성동구,아파트,30년 이상,4043
2018,광진구,아파트,30년 이상,2872
2018,동대문구,아파트,30년 이상,2813
2018,중랑구,아파트,30년 이상,711
2018,성북구,아파트,30년 이상,1509
2018,강북구,아파트,30년 이상,30
2018,도봉구,아파트,30년 이상,7102
2018,노원구,아파트,30년 이상,44316
2018,은평구,아파트,30년 이상,2673
2018,서대문구,아파트,30년 이상,3950
2018,마포구,아파트,30년 이상,4826
2018,양천구,아파트,30년 이상,30610
2018,강서구,아파트,30년 이상,1402
2018,구로구,아파트,30년 이상,7772
2018,금천구,아파트,30년 이상,2891
2018,영등포구,아파트,30년 이상,17115
2018,동작구,아파트,30년 이상,3615
2018,관악구,아파트,30년 이상,3376
2018,서초구,아파트,30년 이상,24525
2018,강남구,아파트,30년 이상,39251
2018,송파구,아파트,30년 이상,29690
2018,강동구,아파트,30년 이상,18261
2018,종로구,연립주택,30년 이상,1276
2018,중구,연립주택,30년 이상,268
2018,용산구,연립주택,30년 이상,798
2018,성동구,연립주택,30년 이상,1275
2018,광진구,연립주택,30년 이상,1488
2018,동대문구,연립주택,30년 이상,1508
2018,중랑구,연립주택,30년 이상,2145
2018,성북구,연립주택,30년 이상,1542
2018,강북구,연립주택,30년 이상,1604
2018,도봉구,연립주택,30년 이상,1067
2018,노원구,연립주택,30년 이상,453
2018,은평구,연립주택,30년 이상,1384
2018,서대문구,연립주택,30년 이상,1658
2018,마포구,연립주택,30년 이상,1269
2018,양천구,연립주택,30년 이상,1981
2018,강서구,연립주택,30년 이상,2057
2018,구로구,연립주택,30년 이상,3468
2018,금천구,연립주택,30년 이상,1659
2018,영등포구,연립주택,30년 이상,829
2018,동작구,연립주택,30년 이상,1080
2018,관악구,연립주택,30년 이상,1314
2018,서초구,연립주택,30년 이상,1404
2018,강남구,연립주택,30년 이상,1432
2018,송파구,연립주택,30년 이상,420
2018,강동구,연립주택,30년 이상,1198
2018,종로구,다세대주택,30년 이상,673
2018,중구,다세대주택,30년 이상,481
2018,용산구,다세대주택,30년 이상,2317
2018,성동구,다세대주택,30년 이상,596
2018,광진구,다세대주택,30년 이상,802
2018,동대문구,다세대주택,30년 이상,1314
2018,중랑구,다세대주택,30년 이상,1089
2018,성북구,다세대주택,30년 이상,925
2018,강북구,다세대주택,30년 이상,2273
2018,도봉구,다세대주택,30년 이상,1216
2018,노원구,다세대주택,30년 이상,699
2018,은평구,다세대주택,30년 이상,4583
2018,서대문구,다세대주택,30년 이상,2885
2018,마포구,다세대주택,30년 이상,4118
2018,양천구,다세대주택,30년 이상,4985
2018,강서구,다세대주택,30년 이상,1720
2018,구로구,다세대주택,30년 이상,1726
2018,금천구,다세대주택,30년 이상,887
2018,영등포구,다세대주택,30년 이상,821
2018,동작구,다세대주택,30년 이상,2136
2018,관악구,다세대주택,30년 이상,2814
2018,서초구,다세대주택,30년 이상,1657
2018,강남구,다세대주택,30년 이상,2058
2018,송파구,다세대주택,30년 이상,2546
2018,강동구,다세대주택,30년 이상,2464
2019,종로구,단독주택,20년~30년미만,2555
2019,중구,단독주택,20년~30년미만,1571
2019,용산구,단독주택,20년~30년미만,4159
2019,성동구,단독주택,20년~30년미만,4592
2019,광진구,단독주택,20년~30년미만,7285
2019,동대문구,단독주택,20년~30년미만,6777
2019,중랑구,단독주택,20년~30년미만,9512
2019,성북구,단독주택,20년~30년미만,7591
2019,강북구,단독주택,20년~30년미만,7324
2019,도봉구,단독주택,20년~30년미만,4139
2019,노원구,단독주택,20년~30년미만,2191
2019,은평구,단독주택,20년~30년미만,6048
2019,서대문구,단독주택,20년~30년미만,4399
2019,마포구,단독주택,20년~30년미만,5075
2019,양천구,단독주택,20년~30년미만,4013
2019,강서구,단독주택,20년~30년미만,4597
2019,구로구,단독주택,20년~30년미만,5125
2019,금천구,단독주택,20년~30년미만,3191
2019,영등포구,단독주택,20년~30년미만,6255
2019,동작구,단독주택,20년~30년미만,5367
2019,관악구,단독주택,20년~30년미만,8423
2019,서초구,단독주택,20년~30년미만,2289
2019,강남구,단독주택,20년~30년미만,3305
2019,송파구,단독주택,20년~30년미만,3837
2019,강동구,단독주택,20년~30년미만,4123
2019,종로구,아파트,20년~30년미만,3596
2019,중구,아파트,20년~30년미만,3344
2019,용산구,아파트,20년~30년미만,5868
2019,성동구,아파트,20년~30년미만,13991
2019,광진구,아파트,20년~30년미만,14111
2019,동대문구,아파트,20년~30년미만,6944
2019,중랑구,아파트,20년~30년미만,26748
2019,성북구,아파트,20년~30년미만,18017
2019,강북구,아파트,20년~30년미만,11262
2019,도봉구,아파트,20년~30년미만,31575
2019,노원구,아파트,20년~30년미만,69708
2019,은평구,아파트,20년~30년미만,5603
2019,서대문구,아파트,20년~30년미만,15313
2019,마포구,아파트,20년~30년미만,11746
2019,양천구,아파트,20년~30년미만,15472
2019,강서구,아파트,20년~30년미만,53521
2019,구로구,아파트,20년~30년미만,21344
2019,금천구,아파트,20년~30년미만,7859
2019,영등포구,아파트,20년~30년미만,17408
2019,동작구,아파트,20년~30년미만,20040
2019,관악구,아파트,20년~30년미만,12307
2019,서초구,아파트,20년~30년미만,10763
2019,강남구,아파트,20년~30년미만,30111
2019,송파구,아파트,20년~30년미만,18569
2019,강동구,아파트,20년~30년미만,10557
2019,종로구,연립주택,20년~30년미만,2357
2019,중구,연립주택,20년~30년미만,1028
2019,용산구,연립주택,20년~30년미만,1675
2019,성동구,연립주택,20년~30년미만,456
2019,광진구,연립주택,20년~30년미만,1865
2019,동대문구,연립주택,20년~30년미만,628
2019,중랑구,연립주택,20년~30년미만,1773
2019,성북구,연립주택,20년~30년미만,3510
2019,강북구,연립주택,20년~30년미만,1849
2019,도봉구,연립주택,20년~30년미만,1933
2019,노원구,연립주택,20년~30년미만,1817
2019,은평구,연립주택,20년~30년미만,3594
2019,서대문구,연립주택,20년~30년미만,2363
2019,마포구,연립주택,20년~30년미만,1454
2019,양천구,연립주택,20년~30년미만,1591
2019,강서구,연립주택,20년~30년미만,1842
2019,구로구,연립주택,20년~30년미만,1791
2019,금천구,연립주택,20년~30년미만,1123
2019,영등포구,연립주택,20년~30년미만,282
2019,동작구,연립주택,20년~30년미만,2932
2019,관악구,연립주택,20년~30년미만,4133
2019,서초구,연립주택,20년~30년미만,3274
2019,강남구,연립주택,20년~30년미만,2490
2019,송파구,연립주택,20년~30년미만,3319
2019,강동구,연립주택,20년~30년미만,1882
2019,종로구,다세대주택,20년~30년미만,4653
2019,중구,다세대주택,20년~30년미만,1651
2019,용산구,다세대주택,20년~30년미만,4051
2019,성동구,다세대주택,20년~30년미만,3383
2019,광진구,다세대주택,20년~30년미만,3906
2019,동대문구,다세대주택,20년~30년미만,2582
2019,중랑구,다세대주택,20년~30년미만,3025
2019,성북구,다세대주택,20년~30년미만,6263
2019,강북구,다세대주택,20년~30년미만,11522
2019,도봉구,다세대주택,20년~30년미만,8676
2019,노원구,다세대주택,20년~30년미만,4596
2019,은평구,다세대주택,20년~30년미만,15480
2019,서대문구,다세대주택,20년~30년미만,6408
2019,마포구,다세대주택,20년~30년미만,7900
2019,양천구,다세대주택,20년~30년미만,7866
2019,강서구,다세대주택,20년~30년미만,9592
2019,구로구,다세대주택,20년~30년미만,6204
2019,금천구,다세대주택,20년~30년미만,2292
2019,영등포구,다세대주택,20년~30년미만,1871
2019,동작구,다세대주택,20년~30년미만,6460
2019,관악구,다세대주택,20년~30년미만,12384
2019,서초구,다세대주택,20년~30년미만,4534
2019,강남구,다세대주택,20년~30년미만,3530
2019,송파구,다세대주택,20년~30년미만,8872
2019,강동구,다세대주택,20년~30년미만,2782
2019,종로구,단독주택,30년 이상,8451
2019,중구,단독주택,30년 이상,3953
2019,용산구,단독주택,30년 이상,9339
2019,성동구,단독주택,30년 이상,5650
2019,광진구,단독주택,30년 이상,6137
2019,동대문구,단독주택,30년 이상,10728
2019,중랑구,단독주택,30년 이상,7193
2019,성북구,단독주택,30년 이상,13554
2019,강북구,단독주택,30년 이상,9219
2019,도봉구,단독주택,30년 이상,3910
2019,노원구,단독주택,30년 이상,3440
2019,은평구,단독주택,30년 이상,7520
2019,서대문구,단독주택,30년 이상,7427
2019,마포구,단독주택,30년 이상,5276
2019,양천구,단독주택,30년 이상,3109
2019,강서구,단독주택,30년 이상,4400
2019,구로구,단독주택,30년 이상,5940
2019,금천구,단독주택,30년 이상,5195
2019,영등포구,단독주택,30년 이상,6935
2019,동작구,단독주택,30년 이상,7263
2019,관악구,단독주택,30년 이상,8594
2019,서초구,단독주택,30년 이상,3048
2019,강남구,단독주택,30년 이상,2071
2019,송파구,단독주택,30년 이상,3784
2019,강동구,단독주택,30년 이상,5144
2019,종로구,아파트,30년 이상,1213
2019,중구,아파트,30년 이상,1860
2019,용산구,아파트,30년 이상,8421
2019,성동구,아파트,30년 이상,5203
2019,광진구,아파트,30년 이상,4956
2019,동대문구,아파트,30년 이상,4052
2019,중랑구,아파트,30년 이상,2301
2019,성북구,아파트,30년 이상,1761
2019,강북구,아파트,30년 이상,30
2019,도봉구,아파트,30년 이상,15849
2019,노원구,아파트,30년 이상,58908
2019,은평구,아파트,30년 이상,2800
2019,서대문구,아파트,30년 이상,4030
2019,마포구,아파트,30년 이상,5099
2019,양천구,아파트,30년 이상,30720
2019,강서구,아파트,30년 이상,1850
2019,구로구,아파트,30년 이상,10370
2019,금천구,아파트,30년 이상,3558
2019,영등포구,아파트,30년 이상,18032
2019,동작구,아파트,30년 이상,3615
2019,관악구,아파트,30년 이상,2508
2019,서초구,아파트,30년 이상,22292
2019,강남구,아파트,30년 이상,33974
2019,송파구,아파트,30년 이상,35214
2019,강동구,아파트,30년 이상,11719
2019,종로구,연립주택,30년 이상,1731
2019,중구,연립주택,30년 이상,325
2019,용산구,연립주택,30년 이상,795
2019,성동구,연립주택,30년 이상,1298
2019,광진구,연립주택,30년 이상,1468
2019,동대문구,연립주택,30년 이상,1498
2019,중랑구,연립주택,30년 이상,2088
2019,성북구,연립주택,30년 이상,1622
2019,강북구,연립주택,30년 이상,1761
2019,도봉구,연립주택,30년 이상,1385
2019,노원구,연립주택,30년 이상,664
2019,은평구,연립주택,30년 이상,1366
2019,서대문구,연립주택,30년 이상,1700
2019,마포구,연립주택,30년 이상,1226
2019,양천구,연립주택,30년 이상,1927
2019,강서구,연립주택,30년 이상,2102
2019,구로구,연립주택,30년 이상,4619
2019,금천구,연립주택,30년 이상,2199
2019,영등포구,연립주택,30년 이상,852
2019,동작구,연립주택,30년 이상,1126
2019,관악구,연립주택,30년 이상,1355
2019,서초구,연립주택,30년 이상,1516
2019,강남구,연립주택,30년 이상,1386
2019,송파구,연립주택,30년 이상,772
2019,강동구,연립주택,30년 이상,1027
2019,종로구,다세대주택,30년 이상,696
2019,중구,다세대주택,30년 이상,562
2019,용산구,다세대주택,30년 이상,2543
2019,성동구,다세대주택,30년 이상,667
2019,광진구,다세대주택,30년 이상,918
2019,동대문구,다세대주택,30년 이상,1229
2019,중랑구,다세대주택,30년 이상,1109
2019,성북구,다세대주택,30년 이상,1074
2019,강북구,다세대주택,30년 이상,3544
2019,도봉구,다세대주택,30년 이상,1364
2019,노원구,다세대주택,30년 이상,874
2019,은평구,다세대주택,30년 이상,4552
2019,서대문구,다세대주택,30년 이상,2985
2019,마포구,다세대주택,30년 이상,3627
2019,양천구,다세대주택,30년 이상,6487
2019,강서구,다세대주택,30년 이상,2100
2019,구로구,다세대주택,30년 이상,1886
2019,금천구,다세대주택,30년 이상,935
2019,영등포구,다세대주택,30년 이상,867
2019,동작구,다세대주택,30년 이상,2408
2019,관악구,다세대주택,30년 이상,3169
2019,서초구,다세대주택,30년 이상,2123
2019,강남구,다세대주택,30년 이상,2414
2019,송파구,다세대주택,30년 이상,2912
2019,강동구,다세대주택,30년 이상,2463
2020,종로구,단독주택,20년~30년미만,2412
2020,중구,단독주택,20년~30년미만,1464
2020,용산구,단독주택,20년~30년미만,3734
2020,성동구,단독주택,20년~30년미만,3958
2020,광진구,단독주택,20년~30년미만,6311
2020,동대문구,단독주택,20년~30년미만,5694
2020,중랑구,단독주택,20년~30년미만,8248
2020,성북구,단독주택,20년~30년미만,6958
2020,강북구,단독주택,20년~30년미만,6680
2020,도봉구,단독주택,20년~30년미만,3667
2020,노원구,단독주택,20년~30년미만,2007
2020,은평구,단독주택,20년~30년미만,4995
2020,서대문구,단독주택,20년~30년미만,3830
2020,마포구,단독주택,20년~30년미만,4627
2020,양천구,단독주택,20년~30년미만,3388
2020,강서구,단독주택,20년~30년미만,3919
2020,구로구,단독주택,20년~30년미만,4368
2020,금천구,단독주택,20년~30년미만,2636
2020,영등포구,단독주택,20년~30년미만,5312
2020,동작구,단독주택,20년~30년미만,4318
2020,관악구,단독주택,20년~30년미만,7365
2020,서초구,단독주택,20년~30년미만,1978
2020,강남구,단독주택,20년~30년미만,3217
2020,송파구,단독주택,20년~30년미만,3220
2020,강동구,단독주택,20년~30년미만,3351
2020,종로구,아파트,20년~30년미만,5188
2020,중구,아파트,20년~30년미만,5055
2020,용산구,아파트,20년~30년미만,8336
2020,성동구,아파트,20년~30년미만,14080
2020,광진구,아파트,20년~30년미만,13973
2020,동대문구,아파트,20년~30년미만,14799
2020,중랑구,아파트,20년~30년미만,27785
2020,성북구,아파트,20년~30년미만,20059
2020,강북구,아파트,20년~30년미만,11725
2020,도봉구,아파트,20년~30년미만,27163
2020,노원구,아파트,20년~30년미만,74847
2020,은평구,아파트,20년~30년미만,6446
2020,서대문구,아파트,20년~30년미만,18002
2020,마포구,아파트,20년~30년미만,18510
2020,양천구,아파트,20년~30년미만,23368
2020,강서구,아파트,20년~30년미만,54917
2020,구로구,아파트,20년~30년미만,27167
2020,금천구,아파트,20년~30년미만,10671
2020,영등포구,아파트,20년~30년미만,21231
2020,동작구,아파트,20년~30년미만,20323
2020,관악구,아파트,20년~30년미만,17076
2020,서초구,아파트,20년~30년미만,12035
2020,강남구,아파트,20년~30년미만,32048
2020,송파구,아파트,20년~30년미만,20472
2020,강동구,아파트,20년~30년미만,15336
2020,종로구,연립주택,20년~30년미만,2309
2020,중구,연립주택,20년~30년미만,1093
2020,용산구,연립주택,20년~30년미만,1773
2020,성동구,연립주택,20년~30년미만,415
2020,광진구,연립주택,20년~30년미만,1728
2020,동대문구,연립주택,20년~30년미만,574
2020,중랑구,연립주택,20년~30년미만,1623
2020,성북구,연립주택,20년~30년미만,3501
2020,강북구,연립주택,20년~30년미만,1876
2020,도봉구,연립주택,20년~30년미만,1870
2020,노원구,연립주택,20년~30년미만,1871
2020,은평구,연립주택,20년~30년미만,3535
2020,서대문구,연립주택,20년~30년미만,2414
2020,마포구,연립주택,20년~30년미만,1474
2020,양천구,연립주택,20년~30년미만,1615
2020,강서구,연립주택,20년~30년미만,1783
2020,구로구,연립주택,20년~30년미만,1701
2020,금천구,연립주택,20년~30년미만,1193
2020,영등포구,연립주택,20년~30년미만,278
2020,동작구,연립주택,20년~30년미만,2964
2020,관악구,연립주택,20년~30년미만,3912
2020,서초구,연립주택,20년~30년미만,3074
2020,강남구,연립주택,20년~30년미만,2431
2020,송파구,연립주택,20년~30년미만,2773
2020,강동구,연립주택,20년~30년미만,1814
2020,종로구,다세대주택,20년~30년미만,5322
2020,중구,다세대주택,20년~30년미만,2122
2020,용산구,다세대주택,20년~30년미만,4167
2020,성동구,다세대주택,20년~30년미만,3317
2020,광진구,다세대주택,20년~30년미만,4081
2020,동대문구,다세대주택,20년~30년미만,2033
2020,중랑구,다세대주택,20년~30년미만,2960
2020,성북구,다세대주택,20년~30년미만,6248
2020,강북구,다세대주택,20년~30년미만,10438
2020,도봉구,다세대주택,20년~30년미만,8655
2020,노원구,다세대주택,20년~30년미만,4415
2020,은평구,다세대주택,20년~30년미만,15446
2020,서대문구,다세대주택,20년~30년미만,6246
2020,마포구,다세대주택,20년~30년미만,7086
2020,양천구,다세대주택,20년~30년미만,7236
2020,강서구,다세대주택,20년~30년미만,11231
2020,구로구,다세대주택,20년~30년미만,6311
2020,금천구,다세대주택,20년~30년미만,2375
2020,영등포구,다세대주택,20년~30년미만,1988
2020,동작구,다세대주택,20년~30년미만,6394
2020,관악구,다세대주택,20년~30년미만,12003
2020,서초구,다세대주택,20년~30년미만,4294
2020,강남구,다세대주택,20년~30년미만,3835
2020,송파구,다세대주택,20년~30년미만,8336
2020,강동구,다세대주택,20년~30년미만,2754
2020,종로구,단독주택,30년 이상,8471
2020,중구,단독주택,30년 이상,4046
2020,용산구,단독주택,30년 이상,9432
2020,성동구,단독주택,30년 이상,6032
2020,광진구,단독주택,30년 이상,6705
2020,동대문구,단독주택,30년 이상,10012
2020,중랑구,단독주택,30년 이상,8146
2020,성북구,단독주택,30년 이상,13598
2020,강북구,단독주택,30년 이상,9438
2020,도봉구,단독주택,30년 이상,4202
2020,노원구,단독주택,30년 이상,3576
2020,은평구,단독주택,30년 이상,8389
2020,서대문구,단독주택,30년 이상,7650
2020,마포구,단독주택,30년 이상,5542
2020,양천구,단독주택,30년 이상,3630
2020,강서구,단독주택,30년 이상,4951
2020,구로구,단독주택,30년 이상,6487
2020,금천구,단독주택,30년 이상,5524
2020,영등포구,단독주택,30년 이상,7776
2020,동작구,단독주택,30년 이상,8157
2020,관악구,단독주택,30년 이상,9389
2020,서초구,단독주택,30년 이상,2563
2020,강남구,단독주택,30년 이상,2093
2020,송파구,단독주택,30년 이상,4279
2020,강동구,단독주택,30년 이상,5647
2020,종로구,아파트,30년 이상,1237
2020,중구,아파트,30년 이상,1801
2020,용산구,아파트,30년 이상,8422
2020,성동구,아파트,30년 이상,6630
2020,광진구,아파트,30년 이상,6509
2020,동대문구,아파트,30년 이상,4052
2020,중랑구,아파트,30년 이상,2979
2020,성북구,아파트,30년 이상,1985
2020,강북구,아파트,30년 이상,342
2020,도봉구,아파트,30년 이상,20498
2020,노원구,아파트,30년 이상,62720
2020,은평구,아파트,30년 이상,3175
2020,서대문구,아파트,30년 이상,4030
2020,마포구,아파트,30년 이상,5099
2020,양천구,아파트,30년 이상,30720
2020,강서구,아파트,30년 이상,2376
2020,구로구,아파트,30년 이상,10450
2020,금천구,아파트,30년 이상,3558
2020,영등포구,아파트,30년 이상,18344
2020,동작구,아파트,30년 이상,4767
2020,관악구,아파트,30년 이상,2719
2020,서초구,아파트,30년 이상,22682
2020,강남구,아파트,30년 이상,34560
2020,송파구,아파트,30년 이상,35724
2020,강동구,아파트,30년 이상,11987
2020,종로구,연립주택,30년 이상,1977
2020,중구,연립주택,30년 이상,443
2020,용산구,연립주택,30년 이상,810
2020,성동구,연립주택,30년 이상,1327
2020,광진구,연립주택,30년 이상,1618
2020,동대문구,연립주택,30년 이상,1498
2020,중랑구,연립주택,30년 이상,2165
2020,성북구,연립주택,30년 이상,1716
2020,강북구,연립주택,30년 이상,1829
2020,도봉구,연립주택,30년 이상,1436
2020,노원구,연립주택,30년 이상,686
2020,은평구,연립주택,30년 이상,1444
2020,서대문구,연립주택,30년 이상,1737
2020,마포구,연립주택,30년 이상,1254
2020,양천구,연립주택,30년 이상,1810
2020,강서구,연립주택,30년 이상,2184
2020,구로구,연립주택,30년 이상,4739
2020,금천구,연립주택,30년 이상,2147
2020,영등포구,연립주택,30년 이상,853
2020,동작구,연립주택,30년 이상,1112
2020,관악구,연립주택,30년 이상,1470
2020,서초구,연립주택,30년 이상,1662
2020,강남구,연립주택,30년 이상,1432
2020,송파구,연립주택,30년 이상,1332
2020,강동구,연립주택,30년 이상,1044
2020,종로구,다세대주택,30년 이상,764
2020,중구,다세대주택,30년 이상,677
2020,용산구,다세대주택,30년 이상,2864
2020,성동구,다세대주택,30년 이상,820
2020,광진구,다세대주택,30년 이상,1066
2020,동대문구,다세대주택,30년 이상,1170
2020,중랑구,다세대주택,30년 이상,1238
2020,성북구,다세대주택,30년 이상,1281
2020,강북구,다세대주택,30년 이상,4866
2020,도봉구,다세대주택,30년 이상,1713
2020,노원구,다세대주택,30년 이상,1150
2020,은평구,다세대주택,30년 이상,5141
2020,서대문구,다세대주택,30년 이상,3383
2020,마포구,다세대주택,30년 이상,4790
2020,양천구,다세대주택,30년 이상,7315
2020,강서구,다세대주택,30년 이상,2299
2020,구로구,다세대주택,30년 이상,2223
2020,금천구,다세대주택,30년 이상,1013
2020,영등포구,다세대주택,30년 이상,954
2020,동작구,다세대주택,30년 이상,2719
2020,관악구,다세대주택,30년 이상,3771
2020,서초구,다세대주택,30년 이상,2357
2020,강남구,다세대주택,30년 이상,2416
2020,송파구,다세대주택,30년 이상,3610
2020,강동구,다세대주택,30년 이상,2598
2021,종로구,단독주택,20년~30년미만,2192
2021,중구,단독주택,20년~30년미만,1254
2021,용산구,단독주택,20년~30년미만,3182
2021,성동구,단독주택,20년~30년미만,2971
2021,광진구,단독주택,20년~30년미만,5344
2021,동대문구,단독주택,20년~30년미만,4672
2021,중랑구,단독주택,20년~30년미만,6480
2021,성북구,단독주택,20년~30년미만,6064
2021,강북구,단독주택,20년~30년미만,5914
2021,도봉구,단독주택,20년~30년미만,3149
2021,노원구,단독주택,20년~30년미만,1771
2021,은평구,단독주택,20년~30년미만,3674
2021,서대문구,단독주택,20년~30년미만,3119
2021,마포구,단독주택,20년~30년미만,3936
2021,양천구,단독주택,20년~30년미만,2690
2021,강서구,단독주택,20년~30년미만,3228
2021,구로구,단독주택,20년~30년미만,3355
2021,금천구,단독주택,20년~30년미만,2043
2021,영등포구,단독주택,20년~30년미만,4241
2021,동작구,단독주택,20년~30년미만,3353
2021,관악구,단독주택,20년~30년미만,6228
2021,서초구,단독주택,20년~30년미만,1855
2021,강남구,단독주택,20년~30년미만,3115
2021,송파구,단독주택,20년~30년미만,2676
2021,강동구,단독주택,20년~30년미만,2682
2021,종로구,아파트,20년~30년미만,5414
2021,중구,아파트,20년~30년미만,6588
2021,용산구,아파트,20년~30년미만,13039
2021,성동구,아파트,20년~30년미만,24755
2021,광진구,아파트,20년~30년미만,14558
2021,동대문구,아파트,20년~30년미만,16950
2021,중랑구,아파트,20년~30년미만,26989
2021,성북구,아파트,20년~30년미만,20651
2021,강북구,아파트,20년~30년미만,6027
2021,도봉구,아파트,20년~30년미만,26465
2021,노원구,아파트,20년~30년미만,77100
2021,은평구,아파트,20년~30년미만,7325
2021,서대문구,아파트,20년~30년미만,20817
2021,마포구,아파트,20년~30년미만,17286
2021,양천구,아파트,20년~30년미만,26086
2021,강서구,아파트,20년~30년미만,55720
2021,구로구,아파트,20년~30년미만,34287
2021,금천구,아파트,20년~30년미만,7819
2021,영등포구,아파트,20년~30년미만,22934
2021,동작구,아파트,20년~30년미만,23197
2021,관악구,아파트,20년~30년미만,22022
2021,서초구,아파트,20년~30년미만,13274
2021,강남구,아파트,20년~30년미만,32601
2021,송파구,아파트,20년~30년미만,20526
2021,강동구,아파트,20년~30년미만,16133
2021,종로구,연립주택,20년~30년미만,2436
2021,중구,연립주택,20년~30년미만,1171
2021,용산구,연립주택,20년~30년미만,1755
2021,성동구,연립주택,20년~30년미만,361
2021,광진구,연립주택,20년~30년미만,1738
